ocid,tender/id,tender/title,buyer/name,tenderclassification/description,tender/procurementMethod,amount,num_tenderers,duration_days,flag_single_bidder,flag_zero_bidders,flag_short_window,flag_non_open,flag_high_value,flag_buyer_concentration,flag_round_amount,ml_anomaly_flag,anomaly_score,risk_score,risk_tier,risk_explanation
ocds-kjhdrl-2017_DoWR_1827_1,2017_DoWR_1827_1,Immediate measures to extension of Tengakhat bund,Department of Water Resources,Civil Works,Open Tender,7907747.0,3,180,0,0,0,0,0,0,0,0,0.014081214780755857,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1829_1,2017_DoWR_1829_1,Immediate measures at Batony,Department of Water Resources,Civil Works,Open Tender,9038832.0,3,180,0,0,0,0,0,0,0,0,0.014070044385727898,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1714_2,2017_BTC_1714_2,TN_128_2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4629235.0,2,180,0,0,0,0,0,0,0,0,0.013748821280310963,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1714_3,2017_BTC_1714_3,TN_128_3,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4625684.0,2,180,0,0,0,0,0,0,0,0,0.013748821280310963,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1747_1,2017_BTC_1747_1,TN_138/01,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4620962.0,2,180,0,0,0,0,0,0,0,0,0.013748821280310963,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1659_22,2017_BTC_1659_22,BTC/AOP/2016-17/79,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4634775.0,2,180,0,0,0,0,0,0,0,0,0.013748821280310963,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1615_1,2017_BTC_1615_1,BADP(SCA)/2015-16/4,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5026980.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1483_1,2016_DoWR_1483_1,Noanadipk3,Department of Water Resources,Civil Works,Open Tender,4564935.0,2,180,0,0,0,0,0,0,0,0,0.014286338327835435,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1733_1,2017_BTC_1733_1,TN_136_1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4597309.0,2,180,0,0,0,0,0,0,0,0,0.013748821280310963,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1604_14,2017_BTC_1604_14,TN-105/14,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4944216.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1573_3,2017_BTC_1573_3,TN-98/3,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4963648.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1573_6,2017_BTC_1573_6,TN-98/6,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4963648.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1604_24,2017_BTC_1604_24,TN-105/24,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4952012.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1573_5,2017_BTC_1573_5,TN-98/5,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4993447.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1651_11,2017_BTC_1651_11,TN_No_114_11,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4944819.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_BTC_1315_1,2016_BTC_1315_1,BTC/SA(15-16)/RD-823,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4653609.0,2,180,0,0,0,0,0,0,0,0,0.013748821280310963,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1652_10,2017_BTC_1652_10,BTC/AOP/2016-17/42,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4997760.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1788_4,2017_BTC_1788_4,BTC/AOP/2016-17/36,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5039060.0,2,180,0,0,0,0,0,0,0,0,0.014088062239347776,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_3749_2,2017_BTC_3749_2,TN_300_2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4950391.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_4104_1,2017_BTC_4104_1,TN_301(R),Bodoland Territorial Council-PWD,Civil Works,Open Tender,4965528.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1472_1,2016_DoWR_1472_1,Mikirgaonpk6,Department of Water Resources,Civil Works,Open Tender,6466098.0,3,180,0,0,0,0,0,0,0,0,0.013988399563976572,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1586_6,2017_BTC_1586_6,TN_No_103/6,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4976132.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1605_4,2017_BTC_1605_4,BTC/SA(15-16)/RD-823,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4653609.0,2,180,0,0,0,0,0,0,0,0,0.013748821280310963,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1586_5,2017_BTC_1586_5,TN_No_103/5,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4940991.0,2,180,0,0,0,0,0,0,0,0,0.01388257129179693,0.21,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1604_23,2017_BTC_1604_23,TN-105/23,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4937351.0,2,180,0,0,0,0,0,0,0,0,0.013173672614752663,0.2,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1727_10,2017_BTC_1727_10,BTC/AOP/2016-17/91,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4922560.0,2,180,0,0,0,0,0,0,0,0,0.013173672614752663,0.2,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1414_1,2016_DoWR_1414_1,Silghatpk3,Department of Water Resources,Civil Works,Open Tender,9682619.0,2,180,0,0,0,0,0,0,0,0,0.01336071032492836,0.2,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1993_1,2017_DoWR_1993_1,Biskhuti,Department of Water Resources,Civil Works,Open Tender,5890264.0,3,180,0,0,0,0,0,0,0,0,0.013196247865278177,0.2,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_2338_13,2017_BTC_2338_13,TN_190_13,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4901600.0,2,180,0,0,0,0,0,0,0,0,0.013173672614752663,0.2,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_BTC_1317_2,2016_BTC_1317_2,BTC/SA(15-16)/RD-215,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4528848.0,2,180,0,0,0,0,0,0,0,0,0.01354759204759215,0.2,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_6,2017_BTC_1591_6,TN-102/6,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9421442.0,3,180,0,0,0,0,0,0,0,0,0.013068753316352821,0.2,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1652_16,2017_BTC_1652_16,BTC/AOP/2016-17/48,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4935930.0,2,180,0,0,0,0,0,0,0,0,0.013173672614752663,0.2,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_3,2017_BTC_1591_3,TN-102/3,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9488379.0,3,180,0,0,0,0,0,0,0,0,0.013556227105575469,0.2,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1603_2,2017_BTC_1603_2,TN-104/2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4415388.0,2,180,0,0,0,0,0,0,0,0,0.012622127384205872,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1727_2,2017_BTC_1727_2,BTC/AOP/2016-17/83,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4835379.0,2,180,0,0,0,0,0,0,0,0,0.012726828099137943,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_2,2017_BTC_1591_2,TN-102/2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9826149.0,3,180,0,0,0,0,0,0,0,0,0.01264548241601915,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1651_9,2017_BTC_1651_9,TN_No_114_9,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4352833.0,2,180,0,0,0,0,0,0,0,0,0.012622127384205872,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_3113_3,2017_BTC_3113_3,TN_267_3,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4301993.0,2,180,0,0,0,0,0,0,0,0,0.012976255705144824,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1727_37,2017_BTC_1727_37,BTC/AOP/2016-17/118,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4316557.0,2,180,0,0,0,0,0,0,0,0,0.012976255705144824,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1727_33,2017_BTC_1727_33,BTC/AOP/2016-17/114,Bodoland Territorial Council-PWD,Civil Works,Open Tender,11017840.0,2,180,0,0,0,0,0,0,0,0,0.012702359478793057,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1651_10,2017_BTC_1651_10,TN_No_114_10,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4467975.0,2,180,0,0,0,0,0,0,0,0,0.012993940517528002,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_9,2017_BTC_1591_9,TN-102/9,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5998486.0,3,180,0,0,0,0,0,0,0,0,0.012512869869367838,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1573_14,2017_BTC_1573_14,TN-98/14,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4349946.0,2,180,0,0,0,0,0,0,0,0,0.012622127384205872,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1573_12,2017_BTC_1573_12,TN-98/12,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4339549.0,2,180,0,0,0,0,0,0,0,0,0.012622127384205872,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_1,2017_BTC_1591_1,TN-102/1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9986912.0,3,180,0,0,0,0,0,0,0,0,0.012567898179262516,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1747_4,2017_BTC_1747_4,TN_138/04,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4706235.0,2,180,0,0,0,0,0,0,0,0,0.01257337456136598,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1787_1,2017_BTC_1787_1,TN_140_01,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4728127.0,2,180,0,0,0,0,0,0,0,0,0.01257337456136598,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1733_22,2017_BTC_1733_22,TN_136_22,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4799004.0,2,180,0,0,0,0,0,0,0,0,0.012653314495983392,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1712_1,2017_BTC_1712_1,TN_133_1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4455372.0,2,180,0,0,0,0,0,0,0,0,0.012622127384205872,0.19,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_PWD_4102_1,2017_PWD_4102_1,Package No. SWAHID/TRC/DHK/05,Public Works Roads Department,Civil Works – Roads,Open Tender,8999000.0,2,180,0,0,0,0,0,0,0,0,0.012172355333051277,0.18,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1652_1,2017_BTC_1652_1,BTC/AOP/2016-17/33,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4774421.0,2,180,0,0,0,0,0,0,0,0,0.01200062758442455,0.18,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1973_1,2017_DoWR_1973_1,Khalaigaon,Department of Water Resources,Civil Works,Open Tender,9594000.0,2,180,0,0,0,0,0,0,0,0,0.012102192790833355,0.18,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1412_1,2016_DoWR_1412_1,Silghatpk2,Department of Water Resources,Civil Works,Open Tender,9607680.0,2,180,0,0,0,0,0,0,0,0,0.012102192790833355,0.18,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1787_3,2017_BTC_1787_3,TN_140_03,Bodoland Territorial Council-PWD,Civil Works,Open Tender,4757565.0,2,180,0,0,0,0,0,0,0,0,0.01200062758442455,0.18,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1447_1,2016_DoWR_1447_1,PagladiaRaitekuchi,Department of Water Resources,Civil Works,Open Tender,7883000.0,3,180,0,0,0,0,0,0,0,0,0.01220546118012189,0.18,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_5,2017_BTC_1591_5,TN-102/5,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9886289.0,3,180,0,0,0,0,0,0,0,0,0.012198976793664884,0.18,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1788_1,2017_BTC_1788_1,BTC/AOP/2016-17/66,Bodoland Territorial Council-PWD,Civil Works,Open Tender,10805998.0,2,180,0,0,0,0,0,0,0,0,0.011506690851499357,0.17,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1586_13,2017_BTC_1586_13,TN_No_103/13,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7843567.0,3,180,0,0,0,0,0,0,0,0,0.011124315660348882,0.17,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1995_1,2017_DoWR_1995_1,Panchnoi,Department of Water Resources,Civil Works,Open Tender,7683673.0,3,180,0,0,0,0,0,0,0,0,0.011251416120999114,0.17,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1604_4,2017_BTC_1604_4,TN-105/4,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5914852.0,3,180,0,0,0,0,0,0,0,0,0.011597127414736286,0.17,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1939_1,2017_DoWR_1939_1,"I.M at Neparpatty area,Pk-1",Department of Water Resources,Civil Works,Open Tender,7002975.0,3,180,0,0,0,0,0,0,0,0,0.011188906350330874,0.17,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1620_1,2017_DoWR_1620_1,Garamsung retender,Department of Water Resources,Civil Works,Open Tender,7722000.0,3,180,0,0,0,0,0,0,0,0,0.011251416120999114,0.17,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_4,2017_BTC_1591_4,TN-102/4,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8963239.0,3,180,0,0,0,0,0,0,0,0,0.011175320730477334,0.17,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1613_15,2017_BTC_1613_15,TN-109/15,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5740626.0,2,180,0,0,0,0,0,0,0,0,0.011275098803492534,0.17,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_BTC_1081_1,2016_BTC_1081_1,"Construction of new PHC with residential accommodation for staffs at Sri Rampur in Kokrajhar District under National Health Mission, Assam for the year 2012-13.",Bodoland Territorial Council-PWD,Civil Works,Open Tender,10830547.0,2,180,0,0,0,0,0,0,0,0,0.011506690851499357,0.17,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_11,2017_BTC_1591_11,TN-102/11,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5766925.0,2,180,0,0,0,0,0,0,0,0,0.010589451951475648,0.16,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_ID_2352_2,2017_ID_2352_2,DTW I/S with Solar Power at Behali area -5 nos.(Ginjia  DTW-7 points) under State Plan of 2016-17 for Group2,Irrigation Department,Civil Works,Open Tender,6540000.0,2,180,0,0,0,0,0,0,0,0,0.010526605792483212,0.16,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_ID_2352_3,2017_ID_2352_3,DTW I/S with Solar Power at Behali area -5 nos.(Ginjia  DTW-7 points) under State Plan of 2016-17 for Group3,Irrigation Department,Civil Works,Open Tender,6540000.0,2,180,0,0,0,0,0,0,0,0,0.010526605792483212,0.16,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_7,2017_BTC_1591_7,TN-102/7,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8298075.0,3,180,0,0,0,0,0,0,0,0,0.00990094183224055,0.15,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1613_17,2017_BTC_1613_17,TN-109/17,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5849992.0,2,180,0,0,0,0,0,0,0,0,0.009557570645489455,0.14,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1713_1,2017_BTC_1713_1,TN_126_1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,10499936.0,2,180,0,0,0,0,0,0,0,0,0.009545284883635485,0.14,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1613_20,2017_BTC_1613_20,TN-109/20,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6093751.0,2,180,0,0,0,0,0,0,0,0,0.009131661703833172,0.14,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_8,2017_BTC_1591_8,TN-102/8,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8199684.0,3,180,0,0,0,0,0,0,0,0,0.009386206397763996,0.14,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_3113_5,2017_BTC_3113_5,TN_267_5,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6147918.0,2,180,0,0,0,0,0,0,0,0,0.009131661703833172,0.14,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1586_14,2017_BTC_1586_14,TN_No_103/14,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6254963.0,2,180,0,0,0,0,0,0,0,0,0.008997608536569834,0.13,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1659_17,2017_BTC_1659_17,BTC/AOP/2016-17/74,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6206895.0,2,180,0,0,0,0,0,0,0,0,0.008898337496421327,0.13,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_17,2017_BTC_1591_17,TN-102/17,Bodoland Territorial Council-PWD,Civil Works,Open Tender,8599765.0,3,180,0,0,0,0,0,0,0,0,0.008672112857285752,0.13,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_4107_4,2017_BTC_4107_4,TN_325_04,Bodoland Territorial Council-PWD,Civil Works,Open Tender,10373470.0,2,180,0,0,0,0,0,0,0,0,0.007742693642369791,0.12,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1727_28,2017_BTC_1727_28,BTC/AOP/2016-17/109,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9599877.0,2,180,0,0,0,0,0,0,0,0,0.007835343011262097,0.12,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1677_3,2017_BTC_1677_3,TN_No_119_3,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9596906.0,2,180,0,0,0,0,0,0,0,0,0.007835343011262097,0.12,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1727_27,2017_BTC_1727_27,BTC/AOP/2016-17/108,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9629786.0,2,180,0,0,0,0,0,0,0,0,0.007835343011262097,0.12,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_DoWR_1468_1,2016_DoWR_1468_1,Mikirgaonpk3,Department of Water Resources,Civil Works,Open Tender,8728998.0,2,180,0,0,0,0,0,0,0,0,0.00799927098700437,0.12,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1972_1,2017_DoWR_1972_1,Gardenpur,Department of Water Resources,Civil Works,Open Tender,9384000.0,2,180,0,0,0,0,0,0,0,0,0.007129049499066675,0.11,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_3750_2,2017_BTC_3750_2,TN_299_2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9036195.0,2,180,0,0,0,0,0,0,0,0,0.007014789762063378,0.11,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1603_1,2017_BTC_1603_1,TN-104/1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6023950.0,2,180,0,0,0,0,0,0,0,0,0.006540449530695991,0.1,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_DoWR_1941_1,2017_DoWR_1941_1,"I.M at Neparpatty area,Pk-3",Department of Water Resources,Civil Works,Open Tender,6002618.0,2,180,0,0,0,0,0,0,0,0,0.006993044616216859,0.1,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1733_5,2017_BTC_1733_5,TN_136_5,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9075910.0,2,180,0,0,0,0,0,0,0,0,0.006781311806509982,0.1,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1727_25,2017_BTC_1727_25,BTC/AOP/2016-17/106,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9099858.0,2,180,0,0,0,0,0,0,0,0,0.006781311806509982,0.1,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_3750_3,2017_BTC_3750_3,TN_299_3,Bodoland Territorial Council-PWD,Civil Works,Open Tender,7574993.0,2,180,0,0,0,0,0,0,0,0,0.006546518508556587,0.1,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1727_26,2017_BTC_1727_26,BTC/AOP/2016-17/107,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9099535.0,2,180,0,0,0,0,0,0,0,0,0.006781311806509982,0.1,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1659_6,2017_BTC_1659_6,BTC/AOP/2016-17/63,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6030757.0,2,180,0,0,0,0,0,0,0,0,0.006540449530695991,0.1,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1580_2,2017_BTC_1580_2,TN-99/2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6015679.0,2,180,0,0,0,0,0,0,0,0,0.006540449530695991,0.1,🟢 Low,No specific flags triggered
ocds-kjhdrl-2016_BTC_1299_1,2016_BTC_1299_1,BTC/SA(15-16)/RD-1276,Bodoland Territorial Council-PWD,Civil Works,Open Tender,5999950.0,2,180,0,0,0,0,0,0,0,0,0.006540449530695991,0.1,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1651_16,2017_BTC_1651_16,TN_No_114_16,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9489053.0,2,180,0,0,0,0,0,0,0,0,0.006042577193256737,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1591_10,2017_BTC_1591_10,TN-102/10,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6282729.0,2,180,0,0,0,0,0,0,0,0,0.006113977881972099,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_2338_18,2017_BTC_2338_18,TN_190_18,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9514680.0,2,180,0,0,0,0,0,0,0,0,0.006042577193256737,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1604_9,2017_BTC_1604_9,TN-105/9,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6582550.0,2,180,0,0,0,0,0,0,0,0,0.006161764454482355,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1651_14,2017_BTC_1651_14,TN_No_114_14,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9692492.0,2,180,0,0,0,0,0,0,0,0,0.006120531517762151,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_2338_8,2017_BTC_2338_8,TN_190_8,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9549715.0,2,180,0,0,0,0,0,0,0,0,0.006042577193256737,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1727_35,2017_BTC_1727_35,BTC/AOP/2016-17/116,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9337999.0,2,180,0,0,0,0,0,0,0,0,0.005860890256698115,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_2189_9,2017_BTC_2189_9,TN_176_9,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9479495.0,2,180,0,0,0,0,0,0,0,0,0.006042577193256737,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1573_1,2017_BTC_1573_1,TN-98/1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6699538.0,2,180,0,0,0,0,0,0,0,0,0.005937191556771859,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1586_12,2017_BTC_1586_12,TN_No_103/12,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9537310.0,2,180,0,0,0,0,0,0,0,0,0.006042577193256737,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1788_2,2017_BTC_1788_2,BTC/AOP/2016-17/69,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9499963.0,2,180,0,0,0,0,0,0,0,0,0.006042577193256737,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1613_1,2017_BTC_1613_1,TN-109/1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9335707.0,2,180,0,0,0,0,0,0,0,0,0.005860890256698115,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1727_34,2017_BTC_1727_34,BTC/AOP/2016-17/115,Bodoland Territorial Council-PWD,Civil Works,Open Tender,6624501.0,2,180,0,0,0,0,0,0,0,0,0.005937191556771859,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_2189_8,2017_BTC_2189_8,TN_176_8,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9749400.0,2,180,0,0,0,0,0,0,0,0,0.005887236945314345,0.09,🟢 Low,No specific flags triggered
ocds-kjhdrl-2017_BTC_1651_2,2017_BTC_1651_2,TN_No_114_2,Bodoland Territorial Council-PWD,Civil Works,Open Tender,9497877.0,2,180,0,0,0,0,0,0,0,0,0.006042577193256737,0.09,🟢 Low,No specific flags triggered
